	price
0	100.0
1	111.58642952382101
2	120.99524360427871
3	114.74963160435621
4	110.95485660929245
5	105.8577826557332
6	108.45030793839119
7	118.31062343485195
8	114.56098659281824
9	97.6846359666473
10	88.43871850615004
11	84.70165112016788
12	94.46762885102815
13	85.55847922149809
14	86.62479084758913
15	67.83719629297038
16	61.03143822169023
17	69.21276332791417
18	75.19483721853364
19	70.43996497006535
20	65.90427330927048
21	67.76893349093527
22	55.15417381172327
23	48.58276855644076
24	46.117608314627894
25	51.16874390105483
26	50.63146455772566
27	50.11784438271668
28	54.85778553226454
29	53.11499000479911
30	53.38980230882023
31	64.48019968967557
32	61.54960307835122
33	50.554973003185765
34	58.254263096802504
35	56.92973723437609
36	61.83851418981021
37	63.67954597825395
38	69.25464205734019
39	62.65141366980525
40	56.86206594129796
41	68.08856789973431
42	69.76361842755415
43	73.04927358248929
44	81.42863933010504
45	91.88791884391398
46	86.77189803510082
47	78.30106634562226
48	73.14477630891672
49	82.1617841685987
50	83.6154913496879
51	84.27761154451431
52	82.90407915266614
53	86.87039576312432
54	95.03081052819991
55	85.739592423249
56	84.0080939653804
57	81.88959164647935
58	91.90702457055573
59	92.98141340912052
60	72.80898934307456
61	83.62249483976765
62	85.59336245620113
63	89.80768934213154
64	86.23711701723384
65	74.85450414986701
66	73.14940515188789
67	79.25863568456178
68	88.99868475401341
69	100.40999356068959
70	82.47453356176835
71	93.17973354485068
72	89.05956661382571
73	94.5908155753333
74	101.78379555342008
75	89.34884571190699
76	97.0817518804716
77	111.04672166198202
78	91.49337097741754
79	82.01091407720813
80	69.6248882536315
81	79.50973429890468
82	62.991479533069395
83	63.141899389052604
84	67.96802015888359
85	64.17011087318622
86	60.841973621566495
87	62.240207225673394
88	65.2416639543783
89	59.0426012583802
90	50.954251051819774
91	60.82486911013869
92	58.67921971620872
93	59.84956287598046
94	61.64100944009717
95	69.59375716094905
96	82.9772644897882
97	86.09532258871495
98	94.62694958312764
99	91.24088482450706
