	price
0	100.0
1	87.25305896944973
2	78.38024965710355
3	69.48396644785583
4	59.77753879263502
5	62.54704819065892
6	67.51166975389806
7	60.854459079134095
8	67.40305218791208
9	67.84656667817026
10	69.3389696732671
11	71.87646503629539
12	87.01305792095017
13	68.78214065371105
14	74.45743121650044
15	83.73856927801725
16	88.45148956577574
17	85.92751879081574
18	81.43565010221769
19	59.961579179605124
20	54.2314280063101
21	67.74474194429581
22	64.59934533582197
23	82.28257295225269
24	95.1029883933895
25	106.42161267976677
26	117.6422787365246
27	144.00729808729312
28	155.57084677424027
29	167.88487059309577
30	192.03481893445215
31	172.75808460847898
32	170.35367218935076
33	216.41627104902034
34	219.14648279209655
35	212.31359216601982
36	218.93290944362022
37	245.08078250838918
38	267.0132458760618
39	238.0582361415036
40	201.7516070094887
41	172.4281497083366
42	194.58973930261442
43	239.28595170433124
44	259.9241283758215
45	273.6177683305745
46	298.38489824558286
47	307.0950177255029
48	273.74378531893205
49	227.55664587220596
50	221.71207505054969
51	199.11317029155336
52	202.46617130453737
53	193.58282489892122
54	153.979757375035
55	171.08920838735563
56	123.96637551119153
57	125.21575847297804
58	124.16479635590396
59	139.80954315334057
60	146.3047773362036
61	123.73409230417533
62	125.5486805170495
63	125.09320188727318
64	121.61842496476457
65	135.83532663506773
66	109.70738093910929
67	98.44397926493734
68	104.40462266043352
69	107.34309208210702
70	104.33928919479096
71	88.73311918104912
72	79.37123855952503
73	83.43743588497833
74	76.7619180529369
75	86.02984995739497
76	81.3621497860179
77	85.70595666674228
78	92.46068941453738
79	98.11366415044459
80	95.88710940228292
81	90.0740751923779
82	84.65918141001877
83	72.38399094106866
84	62.175627905895496
85	66.14958350936236
86	64.57094204075553
87	59.55855923757634
88	64.4515403663214
89	65.08096671668464
90	69.57944991528706
91	71.40490980832784
92	75.59498444217812
93	70.47715495760993
94	66.74754881282804
95	65.67801477063927
96	62.578015513865274
97	56.98741916983784
98	64.64491649864692
99	66.78011310617295
