	price
0	100.0
1	86.2279751735868
2	85.59599759192483
3	96.87096796833568
4	100.18466555740983
5	107.34621265056354
6	99.59964247902897
7	104.41561653098258
8	90.52103772256991
9	82.73901655737706
10	69.8500196572021
11	57.066242093926824
12	54.36305414601162
13	52.23012685060134
14	52.95309221567296
15	69.30130303338984
16	72.49261555357188
17	64.56982335099688
18	65.46943812602808
19	65.9110104335105
20	77.26021676725358
21	82.91283203088264
22	99.3965294571428
23	110.10842692596094
24	117.18511643923554
25	121.92293367595758
26	127.51161182343368
27	150.27309381405817
28	152.43620648470346
29	140.41372192397682
30	140.67203397269327
31	129.31882029903846
32	163.63679686555756
33	154.73583424531125
34	157.14550385699056
35	156.0937800564077
36	173.5922533322474
37	163.63240127974245
38	166.67716912550515
39	147.91185630800314
40	185.9664744337019
41	164.49813797247327
42	171.7405546529499
43	172.78333856322723
44	172.43617136092368
45	148.80771982959888
46	149.02241785476494
47	154.57620192811254
48	180.45204999629004
49	210.26291674735873
50	208.85105005291612
51	237.54847120380535
52	216.13776495706628
53	187.19862304381735
54	197.217713590761
55	232.2785993564306
56	253.36142744465758
57	213.33917815248236
58	181.87405216855615
59	185.17482299637047
60	161.53555059936343
61	175.1493370970058
62	163.41547176186964
63	162.30101392017943
64	150.07302998912095
65	133.65919785316464
66	125.76561054331724
67	119.73273901374463
68	103.38573868632604
69	105.7724601059616
70	84.50027230369766
71	89.6158240181098
72	80.4506609108005
73	85.39189536589106
74	79.41388714575098
75	68.9164600485287
76	69.30472413736003
77	60.9902090492007
78	57.639216967221735
79	48.18509009201169
80	43.15386172630262
81	40.2234168345146
82	44.30340883490745
83	45.10567112570256
84	43.58392505715397
85	40.33096383892215
86	38.321689489067666
87	37.0665581814058
88	39.52649973806484
89	39.87826056752279
90	33.126366469104774
91	30.503215470201077
92	27.866253016323892
93	28.50075637013504
94	29.22699035469861
95	25.958348578777045
96	24.339700543506538
97	21.612033306720278
98	21.99318219374519
99	21.47241780288135
