	price
0	100.0
1	103.95644402015942
2	109.03484000565331
3	120.41420668235912
4	138.1638399621642
5	135.4511902327666
6	151.81499871828402
7	154.19120006573627
8	170.3240805133385
9	185.7080587119288
10	183.59007884321372
11	162.46368197740782
12	174.7222849057086
13	174.93528738653862
14	193.51289324771136
15	209.80738393955738
16	190.27720490311555
17	190.89747811802994
18	212.4333760796878
19	230.05460988044658
20	273.1294380242473
21	288.74229195322016
22	265.3638953375521
23	263.284439700541
24	264.8325375959411
25	259.8130599199999
26	289.14499956845066
27	296.3602700495711
28	267.1403503809036
29	247.89965217723253
30	211.93706870602438
31	214.33673911382294
32	196.0837396073991
33	218.1526599638773
34	243.86456042147364
35	251.9115962790327
36	231.82744050057875
37	217.43039828545497
38	253.11220695252752
39	330.6364017451647
40	388.5802203345467
41	376.0560945036264
42	332.91777516174267
43	305.204820300103
44	314.29307439363066
45	314.97206559327685
46	316.0511656497509
47	278.7176330435465
48	276.9931371181638
49	282.42189816370006
50	323.305821673715
51	342.1323655392193
52	294.0738115122719
53	277.6150469189557
54	262.2047704114669
55	267.93476553201714
56	296.0111934213031
57	310.9321885701992
58	258.549542070364
59	283.46298857200236
60	365.11973536571617
61	337.8166741905452
62	352.7631524347039
63	369.4471854075908
64	356.0115764624052
65	374.3705308662622
66	418.4802446364745
67	455.56069306404527
68	416.30878186025717
69	455.99624357146314
70	504.37162553170003
71	492.97883114263846
72	462.1582147260454
73	429.6557804850893
74	406.276433775727
75	401.6424213606151
76	352.0149585346222
77	305.0844107403734
78	349.42848896676816
79	335.5215076322947
80	362.0764794651269
81	393.2375120666267
82	317.01142454593895
83	312.36418816430495
84	307.7635079037908
85	314.22821578635967
86	294.7597946254061
87	313.931520224395
88	261.7579891638939
89	232.3340146148871
90	250.88306709795182
91	247.56273648041082
92	269.52572751191695
93	269.1105705825083
94	235.5384409403892
95	191.7493370450586
96	161.12993238760285
97	171.50736503615016
98	180.89195892386667
99	176.34822160314263
